Caption,Description,Id,Session
"Hunt, Reverend Dr. Johnny M.; commend",HR 1680,30690,2009_10
Motor fuel tax; jet and aviation gasoline; maintain public-use airports; provide - CA,HR 1681,30693,2009_10
Joint session; message from Chief Justice of Supreme Court,HR 1682,30698,2009_10
Regional grand juries; create - CA,HR 1683,30717,2009_10
Coffee County Veterans Highway; Coffee County; dedicate,HR 1684,30718,2009_10
Mark Burkhalter Parkway; Fulton County; dedicate,HR 1685,30719,2009_10
LCPC Seth Sharp Memorial Intersection; Bartow County; dedicate,HR 1686,30727,2009_10
First SGT John David Blair Memorial Intersection; Gordon County; dedicate,HR 1687,30728,2009_10
Southern Polytechnic State Univ. baseball team; commend and invite to House,HR 1688,30734,2009_10
Gilmer H.S. wrestling team; Class AAA State Championship title; congratulate,HR 1689,30735,2009_10
"Georgia Rides to the Capitol Day; March 23, 2010; declare",HR 1690,30736,2009_10
"Laur, Ben; commend",HR 1691,30737,2009_10
"Hendry, Isabella; commend",HR 1692,30738,2009_10
"Howell, Elizabeth; commend",HR 1693,30739,2009_10
"Yuan, Jlayue; commend",HR 1694,30740,2009_10
"Scales, Marieh; commend",HR 1695,30741,2009_10
"Harris, Marques; commend",HR 1696,30742,2009_10
"Eidson, Mandy; commend",HR 1697,30743,2009_10
"Alexander, Sarah; commend",HR 1698,30744,2009_10
"Colberg, Claire Mai; commend",HR 1699,30745,2009_10
Pilot Club of Jones County; commend,HR 1700,30746,2009_10
Ryan Cameron Foundation; commend,HR 1701,30747,2009_10
Professional Sports Wives Association; commend,HR 1702,30748,2009_10
"Sims, Mrs. Mary Louise McAfee; condolences",HR 1703,30749,2009_10
Southern Smokehouse; commend,HR 1704,30750,2009_10
"Morey, Jorge E. Roman; Peruvian Consul General; commend",HR 1705,30751,2009_10
"Sheals, Bishop William L.; commend",HR 1706,30752,2009_10
"Martin, Pastor Ben C.; commend",HR 1707,30753,2009_10
Effingham County Hussars Chapter 2285; 50th anniversary; recognize,HR 1708,30754,2009_10
Keep Georgia Safe; Keep Georgia Safe Alert Network; commend,HR 1709,30755,2009_10
"West, Mr. Larry; condolences",HR 1710,30756,2009_10
"Mathis, Mr. James, Sr.; condolences",HR 1711,30757,2009_10
SGT Jeffery Jordan Memorial Intersection; Floyd County; dedicate,HR 1712,30732,2009_10
Health Departments; support system for Georgians with Disabilities; submit plan; request,HR 1713,30733,2009_10
"LaGrua, Shawn; bring impeachment charges",HR 1714,30800,2009_10
House Motor Fuel Tax Study Committee; create,HR 1715,30817,2009_10
Governor and transportation commissioner; acquire federal transit funding; urge,HR 1716,30818,2009_10
Willie Lee Duckworth Highway; Washington County; dedicate,HR 1717,30827,2009_10
"Becker, Dr. Mark; commend and invite to House",HR 1718,30847,2009_10
Great. Atlanta Christian School boys' basketball team; commend & invite to House,HR 1719,30848,2009_10
"Perry, Tyler; humanitarian efforts; commend and invite to House",HR 1720,30849,2009_10
"Lockhart, Reverend Benjamin, Jr.; commend",HR 1721,30850,2009_10
Georgia's public school psychologists; commend,HR 1722,30851,2009_10
"Welcome Home Vietnam Veterans Day; March 30, 2010; recognize",HR 1723,30852,2009_10
Sergeant Billy Freeman Chapter 317; National Korean War Veterans Assoc.; commend,HR 1724,30853,2009_10
Boys & Girls Clubs of Georgia's 2010 Youth of the Year; commend,HR 1725,30854,2009_10
Monroe County Retired Educators Association; commend,HR 1726,30855,2009_10
"Garner, Dr. Cyler D.; commend",HR 1727,30856,2009_10
"Gerrald, Terry; 2009 Vidalia Onion Grower of the Year; commend",HR 1728,30857,2009_10
"Reynolds, Matthew David; commend",HR 1729,30858,2009_10
"Rowell, Caitlin; commend",HR 1730,30859,2009_10
"Cramer, Rachel; commend",HR 1731,30860,2009_10
"Berger, Brittany; commend",HR 1732,30861,2009_10
"Chatham, Haley; commend",HR 1733,30862,2009_10
"Gostin, Leslie; commend",HR 1734,30863,2009_10
"Rambeau, Kelly; commend",HR 1735,30864,2009_10
Secretary of State and Board of Regents; Georgia Capitol and State Museums; urge,HR 1736,30872,2009_10
Georgia Tax Reform Commission; create,HR 1737,30893,2009_10
"Privateer, C. Joseph; commend",HR 1738,30894,2009_10
"United States military; current and former members; March 29, 2010; recognize",HR 1739,30895,2009_10
Destiny Academy of Excellence; commend,HR 1740,30896,2009_10
"Africa Diaspora Day at the state capitol; March 18, 2010; recognize",HR 1741,30906,2009_10
"Malcolm, Kirkland Douglas; commend",HR 1742,30907,2009_10
"Noble, Mr. William Francis, Sr.; condolences",HR 1743,30908,2009_10
"Walgren, Alexander Conrad; commend",HR 1744,30909,2009_10
"Ehlers, Preston William; commend",HR 1745,30910,2009_10
"Crank, Connor Reed; commend",HR 1746,30911,2009_10
"Stamberger, James Benjamin; commend",HR 1747,30912,2009_10
"Merriam, George Capron, IV; commend",HR 1748,30913,2009_10
"Corrigan, Mrs. Marie; Georgia Mother of the Year; congratulate",HR 1749,30914,2009_10
"Grayson, Mrs. Helen ; commend",HR 1750,30915,2009_10
Georgia Commission on Family Violence; commend,HR 1751,30916,2009_10
"Gunby, Mr. Edward Cooper; commend",HR 1752,30917,2009_10
"Poss, Mr. George William ""Sonny""; commend",HR 1753,30918,2009_10
"DeLong, Mr. Harold; condolences",HR 1754,30919,2009_10
"Turner, Mr. Roy H., Sr.; condolences",HR 1755,30920,2009_10
"Holman, Mr. Grady, Jr.; commend",HR 1756,30921,2009_10
Stone Mountain-Lithonia Alumni Chapter of Kappa Alpha Psi Fraternity; commend,HR 1757,30922,2009_10
Lighthouse Lymphedema Network; commend,HR 1758,30923,2009_10
"Skin Cancer Awareness Day; March 24, 2010; recognize",HR 1759,30924,2009_10
"Zumwalt, Dr. Rosemary Lévy; commend",HR 1760,30925,2009_10
"Phillips, Dr. Rogsbert F.; commend",HR 1761,30926,2009_10
"Bailey, Dr. Susan McGee; retirement; recognize",HR 1762,30927,2009_10
Consumer Advocacy Group; Customer Satisfaction Network; recognize,HR 1763,30928,2009_10
"Correll, Mr. A.D. ""Pete""; commend and invite to House",HR 1764,30929,2009_10
Civil Air Patrol; commend and invite members to House,HR 1765,30930,2009_10
The Lewis Family; commend and invite to House,HR 1766,30931,2009_10
House Study Committee on Renewable Energy; create,HR 1767,30897,2009_10
State Personnel Board; State Merit System of Personnel Administration; remove provisions - CA,HR 1768,30898,2009_10
Aubrae Gunderson Memorial Highway; Rockdale County; dedicate,HR 1769,30942,2009_10
"Georgia Supreme Court Chief Justice; Georgia is republic, not democracy; inform",HR 1770,30949,2009_10
"March of Dimes Georgia Chapter Day; March 23, 2010; commend and invite to House",HR 1771,30951,2009_10
"Dyess, Robert M., Jr.; honor and invite to House",HR 1772,30952,2009_10
Fannin County; Georgia; Trout Capital of Georgia; recognize ,HR 1773,30953,2009_10
Twilight Twirlers; commend,HR 1774,30954,2009_10
New Providence Baptist Church; 140th anniversary; commend,HR 1775,30955,2009_10
"Searson-Ahad, Mrs. Makeda Darlene; condolences",HR 1776,30956,2009_10
Civil Air Patrol; service to Georgia; recognize,HR 1777,30957,2009_10
"Matthews, Mr. Warren Levon; condolences ",HR 1778,30958,2009_10
"Nash, Cynthia B.; Liberian Consul General; commend",HR 1779,30959,2009_10
"Knowles, Mr. Ralph; commend",HR 1780,30960,2009_10
"Motor fuels tax; fund grants to maintain public roads, bridges and public transit; provide - CA",HR 1781,30967,2009_10
Boards of education; salary reductions for school administrators; urge,HR 1782,30970,2009_10
House Study Committee on the Hotel Motel Tax; create,HR 1783,30980,2009_10
Casino gambling; dedicate taxation revenue; authorize - CA,HR 1784,30981,2009_10
United States Congress; adopt legislation that promotes jobs and energy development; request,HR 1785,30982,2009_10
Capitol Art Standards Commission; sculpture replacement plaque; urge,HR 1786,30992,2009_10
Veterans Memorial Highway; Jenkins County; dedicate,HR 1787,31003,2009_10
Veterans Memorial Highway; Screven County; dedicate,HR 1788,31004,2009_10
Southland Academy H.S. 200-yard freestyle relay swim team; commend & invite ,HR 1789,31015,2009_10
"Voyles, Mr. Robert Townsend, Sr.; condolences",HR 1790,31016,2009_10
Georgia Association of Educators; commend,HR 1791,31017,2009_10
"Colquitt, Mr. James A. ""Jimmy""; condolences",HR 1792,31018,2009_10
League of Women Voters of Georgia; 90th anniversary; commend,HR 1793,31019,2009_10
"Lawrence, John; condolences",HR 1794,31020,2009_10
"Teaver, Mrs. Frances ""Fran"" Spikes; condolences",HR 1795,31021,2009_10
"Fortuna, Mr. Louis John; condolences",HR 1796,31022,2009_10
"Georgia State University Day at the state capitol; March 30, 2010; recognize",HR 1797,31023,2009_10
"Baisden, Mr. Michael; commend",HR 1798,31012,2009_10
"Adams, Reverend Dr. Joanna; retirement; recognize",HR 1799,31024,2009_10
"Collins, Ms. Sharon D.; commend",HR 1800,31025,2009_10
Columbia High School's boys and girls basketball teams; commend,HR 1801,31026,2009_10
Bethany United Methodist Church; 95th anniversary; commend,HR 1802,31027,2009_10
"Nix, Mr. Milton E. ""Buddy""; retirement; recognize",HR 1803,31028,2009_10
"Decell, Ms. Jacquelyn S.; retirement; commend ",HR 1804,31029,2009_10
"Godfrey, Coach William ""Buck""; commend",HR 1805,31030,2009_10
"Adams, Mr. George William ""Bill"", Jr.; condolences ",HR 1806,31031,2009_10
Grady High School Mock Trial Team; 2010; commend,HR 1807,31032,2009_10
Clarke Central High School football team; congratulate ,HR 1808,31033,2009_10
Youth Sunday at Central Presbyterian Church; commend ,HR 1809,31034,2009_10
"Osteogenesis Imperfecta Day at the state capitol; March 24, 2010; recognize",HR 1810,31035,2009_10
"Finley, Mrs. Annette; retirement; recognize",HR 1811,31036,2009_10
"Hatfield, Mr. Joe S.; condolences",HR 1812,31037,2009_10
"Boys & Girls Club Day at the state capitol; March 26, 2010; commend",HR 1813,31038,2009_10
"Walker, Mr. Reginald David; commend",HR 1814,31039,2009_10
"Hulsey, Mr. John Burl, Sr.; condolences",HR 1815,31040,2009_10
"Valentine, Dr. H.E. ""Herb""; condolences",HR 1816,31041,2009_10
"Rhodes, Mrs. Loretta F.; condolences",HR 1817,31042,2009_10
"Kimball, Cassandra; commend",HR 1818,31043,2009_10
Boys & Girls Clubs of Bartow County; 20th anniversary; commend,HR 1819,31044,2009_10
"César E. Chávez Day at the state capitol; March 31, 2010; recognize",HR 1820,31045,2009_10
Fripp-Vincent; Dr. Vikisha; commend,HR 1821,31046,2009_10
Attorney General Thurbert Baker; challenge federal health care reform legislation; urge,HR 1822,31058,2009_10
"United States Department of Defense, Congress, and administration; continue Yucca Mountain development; urge",HR 1823,31059,2009_10
Attorney General of Georgia; file lawsuit challenging Public Law 111-148; direct,HR 1824,31070,2009_10
Georgia's rights; nullify federal law that violates the United States Constitution; affirm,HR 1825,31071,2009_10
Georgia Building Authority; additional disabled persons parking; urge,HR 1826,31073,2009_10
"Freeman, Mrs. Madeline Spann; condolences",HR 1827,31076,2009_10
"Horton, Herb; Gilmer High School's Coach; commend",HR 1828,31092,2009_10
"Moore, Mr. Adger, Sr.; condolences",HR 1829,31093,2009_10
"Cairer, Brittany; Miss Dacula Sweetheart 2009; commend",HR 1830,31094,2009_10
"Torrence, Mr. Tony; commend",HR 1831,31095,2009_10
The Black Crowes; commend,HR 1832,31096,2009_10
"Walker, Mr. Kevias; commend",HR 1833,31097,2009_10
"Monts, Mr. Anthony; commend",HR 1834,31098,2009_10
"Queen, Mr. Reese; commend",HR 1835,31099,2009_10
Brigadier General T.R.R. Cobb Camp #97; Sons of Confederate Veterans; recognize,HR 1836,31100,2009_10
"Holston, Reverend Robert L.; 40th pastoral anniversary; recognize",HR 1837,31101,2009_10
"Reeves, Mr. ""Big"" Rick; commend",HR 1838,31102,2009_10
"Williams, Ms. Stephanie; commend",HR 1839,31103,2009_10
"Reid, Ms. Stephanie; commend",HR 1840,31104,2009_10
"Robinson, Mr. James Harold; commend",HR 1841,31105,2009_10
"Story, Mr. Ted; commend",HR 1842,31106,2009_10
"Solomon, Mr. Dorsey ""Fox""; commend",HR 1843,31107,2009_10
"White, Mr. Cecil; commend",HR 1844,31108,2009_10
"Higginbottom, Mr. William Ray; commend",HR 1845,31109,2009_10
"Johnson, Ms. Ruby; commend",HR 1846,31110,2009_10
"Heard, Mr. Thad Reye; commend",HR 1847,31111,2009_10
"Davis, Mr. Jessie; commend",HR 1848,31112,2009_10
"Ford, Mr. Clifton; commend",HR 1849,31113,2009_10
"Gates, Mr. Reginald ""Ray Ray""; commend",HR 1850,31114,2009_10
"Edwards, Ms. Yvonne; commend",HR 1851,31115,2009_10
"Henderson, Mr. Lawrence; commend",HR 1852,31116,2009_10
"Brown, Mr. Daryl; commend",HR 1853,31117,2009_10
"Cameron, Mr. Joey; commend",HR 1854,31118,2009_10
"Mitchell, Mr. Julius; commend",HR 1855,31119,2009_10
"Williams, Mr. Daymetrie D.; commend",HR 1856,31120,2009_10
"Johnson, Mr. Willie Joe; commend",HR 1857,31121,2009_10
"Lawrence, Mr. Jerome; commend",HR 1858,31122,2009_10
"Brown, Mr. Charles ""Chucky""; commend ",HR 1859,31123,2009_10
"Nettles, Ms. Jennifer; commend and invite to House ",HR 1860,31124,2009_10
"Breedlove, Mr. Michael W.; commend and invite to House",HR 1861,31125,2009_10
"Brown, Mr. Willie; commend and invite to House",HR 1862,31126,2009_10
"Ebersole, W. Daniel; commend and invite to House",HR 1863,31127,2009_10
"Johnson, Paul; commend and invite to House",HR 1864,31128,2009_10
Environmental Protection Agency; cease carbon dioxide reduction policies; urge,HR 1865,31131,2009_10
"Baker, Thurbert E.; impeachment charges; bring",HR 1866,31155,2009_10
"Gresham, Emma; Mayor of Keysville; commend and invite to House",HR 1867,31168,2009_10
"Jelley, Mr. Matt; commend",HR 1868,31169,2009_10
Project Synergy; commend,HR 1869,31170,2009_10
"Johnson, Reverend Andrew; 35th pastoral anniversary; commend",HR 1870,31171,2009_10
"Chroeng, Amy; commend",HR 1871,31172,2009_10
"Casteel, Mikaila; commend",HR 1872,31173,2009_10
"Wilson, Hayley; commend",HR 1873,31174,2009_10
"Brooks, Kelsey; commend",HR 1874,31175,2009_10
Alexander High School wrestling team; commend,HR 1875,31176,2009_10
"Harrison, Mr. David E.; commend",HR 1876,31177,2009_10
"Holman, Mr. Grady, Jr.; condolences",HR 1877,31178,2009_10
"Pendergrass, Mrs. Mildred Garrett; commend",HR 1878,31179,2009_10
"Malone, Mrs. Catherine ""Cathy""; commend",HR 1879,31180,2009_10
"Lyles, Christine; commend",HR 1880,31181,2009_10
"May, Mrs. Patricia; commend",HR 1881,31182,2009_10
Windsor Academy; 40th anniversary; commend,HR 1882,31183,2009_10
"Brown, Christian Hope; commend",HR 1883,31184,2009_10
"Fielding, Candida; commend",HR 1884,31185,2009_10
"DeGrandis, Mr. Joseph; commend",HR 1885,31186,2009_10
"Bennett, Andrew; commend",HR 1886,31187,2009_10
"Bache, William; commend",HR 1887,31188,2009_10
"Angles, Eleanor; commend",HR 1888,31189,2009_10
Georgia High School Association; athletes undergo heart screenings; urge,HR 1889,31190,2009_10
Augusta-Richmond County; form youth advisory council; encourage,HR 1890,31193,2009_10
"Community Health, Department of; services to those with Hepatitis B and C; urge",HR 1891,31195,2009_10
"Easterling, Colonel Charles; memorial marker; Camden County; dedicate",HR 1892,31196,2009_10
"Charles N. ""Judy"" Poag Memorial Highway; Murray County; dedicate",HR 1893,31197,2009_10
Georgia's political bloggers; commend and invite to House,HR 1894,31199,2009_10
"Fearnow, Mrs. Kim; commend and invite to House",HR 1895,31200,2009_10
"Meyers, Elana; American Olympian; commend and invite to House",HR 1896,31201,2009_10
"Term; ""mental retardation""; unintended consequences; recognize",HR 1897,31202,2009_10
"Glenn, Mr. Mike; commend and invite to House",HR 1898,31203,2009_10
"Schwall, Honorable Craig Laurence, Sr.; commend",HR 1899,31204,2009_10
"Russell, Mrs. Sylvia E.; commend",HR 1900,31205,2009_10
"Thompson, Honorable Albert L.; commend",HR 1901,31206,2009_10
"Sitherwood, Mrs. Suzanne; commend",HR 1902,31207,2009_10
"Marcus, Mr. Bernie; commend",HR 1903,31208,2009_10
"Downs, Mr. John H., Jr.; commend",HR 1904,31209,2009_10
"Rivers, Joe Nathan; commend",HR 1905,31210,2009_10
"Easterwood, Reverend Ralph; retirement; recognize",HR 1906,31211,2009_10
Community Clean-up to Green-up Day; commend,HR 1907,31212,2009_10
"Webb, Lillian; honor",HR 1908,31213,2009_10
"Ward, Mr. Matthew Warren; condolences",HR 1909,31214,2009_10
E. Paulding H.S. Air Force Junior Res. Officers Train. Corp Drill Team; commend,HR 1910,31215,2009_10
"Hitchens, Colonel William ""Bill"", Jr.; commend",HR 1911,31216,2009_10
"Stevenson, Mr. William Kameron; commend",HR 1912,31217,2009_10
House Study Committee on Reducing Poverty and Increasing Economic Security; create,HR 1913,31198,2009_10
"Higginbotham, Mr. Stanley Leon; condolences",HR 1914,31226,2009_10
"Peoples, Mr. Kirk Terrance; condolences",HR 1915,31227,2009_10
"Stephenson, Reverend Dr. Tom; Central Christian Church; commend",HR 1916,31228,2009_10
"Anderson, Mr. Leo D.; condolences ",HR 1917,31229,2009_10
"Gaskin, Lieutenant General Walter E.; commend",HR 1918,31225,2009_10
Brown Middle School cheerleading squad; commend,HR 1919,31230,2009_10
"Carter, Mrs. Delisia Marie; condolences",HR 1920,31231,2009_10
"Lemons, Kayla Michelle; condolences",HR 1921,31232,2009_10
Mount Olive Baptist Church; commend,HR 1922,31233,2009_10
"Johnson, Mr. Tharon L.; commend",HR 1923,31234,2009_10
Georgia's political bloggers; commend,HR 1924,31235,2009_10
"Howell, Mr. George Leslie; condolences",HR 1925,31236,2009_10
"Mills, Ms. Jeanne; commend",HR 1926,31237,2009_10
"Cathy, Mr. Dan T.; commend",HR 1927,31238,2009_10
"Grube, Mr. Dick; condolences",HR 1928,31239,2009_10
George Walton Academy Band; commend,HR 1929,31240,2009_10
"Loudermilk, Miss Sara Christiana; commend",HR 1930,31241,2009_10
"Parker, Mrs. Linda H.; commend",HR 1931,31242,2009_10
Georgia State Defense Force; commend,HR 1932,31243,2009_10
Penfield Christian Homes; commend,HR 1933,31244,2009_10
"Hector, Dr. Henry J.; commend",HR 1934,31245,2009_10
LaFayette First United Methodist Church; commend,HR 1935,31246,2009_10
"Brown, Mr. Roman; commend",HR 1936,31247,2009_10
George Walton Academy wrestling team; commend and invite to House,HR 1937,31248,2009_10
WXIA-TV; Ted Hall; Matt Pearl; commend and invite to House,HR 1938,31249,2009_10
G.S.U.'s Legis. Health Policy Certificate Program; commend & invite to House,HR 1939,31250,2009_10
